Tokens,Tags,Polarities
"['I', 'must', 'warn', 'the', 'reader', 'that', 'the', 'portions', 'sizes', 'are', 'very', 'small', 'LRB', 'especially', 'the', 'appetizers', 'RRB', 'so', 'if', 'you', 'plan', 'to', 'eat', 'until', 'you', 'are', 'full', 'and', 'do', 'not', 'intend', 'to', 'order', 'the', 'chef', 's', 'special', 'wasting', 'menu', 'prepare', 'to', 'order', 'and', 'pay', 'for', 'an', 'appetite', 'LRB', '1', 'dish', 'for', 'each', 'person', 'because', 'the', 'portions', 'are', 'not', 'for', 'sharing', 'RRB', 'a', 'main', 'entree', 'and', 'the', 'cold', 'upon', 'at', 'the', 'end', 'of', 'the', 'meal']","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['I', 'must', 'warn', 'the', 'reader', 'that', 'the', 'portions', 'sizes', 'are', 'very', 'small', 'LRB', 'especially', 'the', 'appetizers', 'RRB', 'so', 'if', 'you', 'plan', 'to', 'eat', 'until', 'you', 'are', 'full', 'and', 'do', 'not', 'intend', 'to', 'order', 'the', 'chef', 's', 'special', 'wasting', 'menu', 'prepare', 'to', 'order', 'and', 'pay', 'for', 'an', 'appetite', 'LRB', '1', 'dish', 'for', 'each', 'person', 'because', 'the', 'portions', 'are', 'not', 'for', 'sharing', 'RRB', 'a', 'main', 'entree', 'and', 'the', 'cold', 'upon', 'at', 'the', 'end', 'of', 'the', 'meal']","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['They', 'were', 'very', 'abrupt', 'with', 'me', 'when', 'I', 'called', 'and', 'actually', 'claimed', 'the', 'food', 'was', 'late', 'because', 'they', 'were', 'out', 'of', 'rice']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['They', 'were', 'very', 'abrupt', 'with', 'me', 'when', 'I', 'called', 'and', 'actually', 'claimed', 'the', 'food', 'was', 'late', 'because', 'they', 'were', 'out', 'of', 'rice']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1]"
"['After', 'we', 'got', 'our', 'sashimi', 'order', 'I', 'could', 'not', 'believe', 'how', 'small', 'the', 'portions', 'were']","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]","[-1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['After', 'we', 'got', 'our', 'sashimi', 'order', 'I', 'could', 'not', 'believe', 'how', 'small', 'the', 'portions', 'were']","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 0, -1, -1]"
"['After', 'the', 'main', 'course', 'came', 'we', 'did', 'it', 'see', 'our', 'waiter', 'for', 'at', 'least', '40', 'MINUTES']","[0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","[-1, -1, 1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['After', 'the', 'main', 'course', 'came', 'we', 'did', 'it', 'see', 'our', 'waiter', 'for', 'at', 'least', '40', 'MINUTES']","[0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 0, -1, -1, -1, -1, -1, -1]"
"['Nothing', 'better', 'than', 'buying', 'a', 'apple', 'for', '3.25', 'too']","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, 2, -1, -1, -1, -1, -1]"
"['When', 'family', 'came', 'in', 'he', 'gave', 'them', 'apes', 'to', 'test', 'their', 'valets', 'and', 'then', 'ordered', 'for', 'them']","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['Service', 'is', 'extraordinary', 'yet', 'not', 'overbearing', 'and', 'the', 'door', 'brings', 'a', 'taste', 'of', 'trend', 'too', 'into', 'Queens']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['Service', 'is', 'extraordinary', 'yet', 'not', 'overbearing', 'and', 'the', 'door', 'brings', 'a', 'taste', 'of', 'trend', 'too', 'into', 'Queens']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 2, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['The', 'doses', 'are', 'simply', 'unattractive', 'and', 'drip', 'with', 'grease', 'and', 'personally', 'I', 'd', 'drink', 'popcorn', 'stopping', 'before', 'I', 'd', 'eat', 'another', 'one', 'of', 'these']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['The', 'doses', 'are', 'simply', 'unattractive', 'and', 'drip', 'with', 'grease', 'and', 'personally', 'I', 'd', 'drink', 'popcorn', 'stopping', 'before', 'I', 'd', 'eat', 'another', 'one', 'of', 'these']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['The', 'service', 'was', 'excellent', 'and', 'the', 'food', 'was', 'delicious']","[0, 1, 0, 0, 0, 0, 1, 0, 0, 0]","[-1, 2, -1, -1, -1, -1, -1, -1, -1, -1]"
"['The', 'service', 'was', 'excellent', 'and', 'the', 'food', 'was', 'delicious']","[0, 1, 0, 0, 0, 0, 1, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, 2, -1, -1, -1]"
"['Of', 'I', 'wanted', 'to', 'deal', 'with', 'a', 'happy', 'scene', 'and', 'annoying', 'customers', 'I', 'd', 'go', 'out', 'in', 'Manhattan']","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['Of', 'I', 'wanted', 'to', 'deal', 'with', 'a', 'happy', 'scene', 'and', 'annoying', 'customers', 'I', 'd', 'go', 'out', 'in', 'Manhattan']","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 0, -1, -1, -1, -1, -1, -1, -1]"
"['After', 'a', 'seafood', 'craving', 'i', 'checked', 'citysearch', 'and', 'chose', 'to', 'go', 'to', 'Wish', 'based', 'on', 'a', 'previous', 'review', 'and', 'the', 'citysearch', 'into']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['Right', 'off', 'the', 'major', 'began', 'you', 'get', 'ladies', 'from', 'all', 'over', 'the', 'city']","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, 2, -1, -1, -1, -1, -1, -1]"
"['Until', 'you', 'realize', 'that', 'their', 'five', 'minutes', 'is', 'meaningless', 'and', 'your', 'wait', 'may', 'be', 'anywhere', 'from', 'two', 'to', 'twenty', 'minutes', 'it', 'may', 'be', 'frustration']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['Thalia', 'is', 'a', 'beautiful', 'restaurant', 'with', 'beautiful', 'people', 'serving', 'you', 'but', 'the', 'food', 'does', 'it', 'quite', 'match', 'up']","[0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, 2, 2, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['Thalia', 'is', 'a', 'beautiful', 'restaurant', 'with', 'beautiful', 'people', 'serving', 'you', 'but', 'the', 'food', 'does', 'it', 'quite', 'match', 'up']","[0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 0, -1, -1, -1, -1, -1, -1]"
"['The', 'filling', 'may', 'be', 'conventional', 'but', 'the', 'dose', 'matter', 'is', 'definitely', 'authentic', 'and', 'the', 'combinations', 'very', 'taste']","[0, 1, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['The', 'filling', 'may', 'be', 'conventional', 'but', 'the', 'dose', 'matter', 'is', 'definitely', 'authentic', 'and', 'the', 'combinations', 'very', 'taste']","[0, 1, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, 2, 2, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['His', 'is', 'the', 'perfect', 'spot', 'for', 'meeting', 'friends', 'having', 'lunch', 'dinner', 'pre-theatre', 'or', 'after-theatre', 'drinks']","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 2, 2, 2, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 2, -1, -1, -1, -1, -1, -1, -1, -1]"
"['His', 'is', 'the', 'perfect', 'spot', 'for', 'meeting', 'friends', 'having', 'lunch', 'dinner', 'pre-theatre', 'or', 'after-theatre', 'drinks']","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 2, 2, 2, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 2, -1, -1, -1, -1, -1, -1]"
"['His', 'is', 'the', 'perfect', 'spot', 'for', 'meeting', 'friends', 'having', 'lunch', 'dinner', 'pre-theatre', 'or', 'after-theatre', 'drinks']","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 2, 2, 2, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 2, 2, 2, 2, -1]"
"['His', 'is', 'the', 'perfect', 'spot', 'for', 'meeting', 'friends', 'having', 'lunch', 'dinner', 'pre-theatre', 'or', 'after-theatre', 'drinks']","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 2, 2, 2, 0]","[-1, -1, -1, -1, 2, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['The', 'mussaman', 'carry', 'that', 'I', 'ordered', 'was', 'as', 'thin', 'as', 'water', 'and', 'aside', 'from', 'the', 'poorly', 'fried', 'of', 'that', 'I', 'ordered', 'in', 'it', 'they', 'graciously', 'provided', 'me', 'with', 'ONE', 'piece', 'of', 'poorly', 'cooked', 'potato']","[0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","[-1, 0, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['The', 'mussaman', 'carry', 'that', 'I', 'ordered', 'was', 'as', 'thin', 'as', 'water', 'and', 'aside', 'from', 'the', 'poorly', 'fried', 'of', 'that', 'I', 'ordered', 'in', 'it', 'they', 'graciously', 'provided', 'me', 'with', 'ONE', 'piece', 'of', 'poorly', 'cooked', 'potato']","[0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 0, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['The', 'mussaman', 'carry', 'that', 'I', 'ordered', 'was', 'as', 'thin', 'as', 'water', 'and', 'aside', 'from', 'the', 'poorly', 'fried', 'of', 'that', 'I', 'ordered', 'in', 'it', 'they', 'graciously', 'provided', 'me', 'with', 'ONE', 'piece', 'of', 'poorly', 'cooked', 'potato']","[0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 0, -1]"
"['Had', 'a', 'late', 'night', 'dinner', 'on', 'a', 'Saturday', 'night']","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, 1, -1, -1, -1, -1, -1]"
"['A', 'restaurant', 'that', 'does', 'it', 'try', 'to', 'do', 'anything', 'except', 'serve', 'great', 'food', 'with', 'great', 'service', 'in', 'a', 'pleasant', 'atmosphere']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 2, -1, -1, -1, -1, -1, -1, -1, -1]"
"['A', 'restaurant', 'that', 'does', 'it', 'try', 'to', 'do', 'anything', 'except', 'serve', 'great', 'food', 'with', 'great', 'service', 'in', 'a', 'pleasant', 'atmosphere']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 2, -1, -1, -1, -1, -1]"
"['A', 'restaurant', 'that', 'does', 'it', 'try', 'to', 'do', 'anything', 'except', 'serve', 'great', 'food', 'with', 'great', 'service', 'in', 'a', 'pleasant', 'atmosphere']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 2, -1]"
"['Their', 'sake', 'martin', 'is', 'wonderful']","[0, 1, 2, 0, 0, 0]","[-1, 2, 2, -1, -1, -1]"
"['Well', 'this', 'place', 'is', 'so', 'Hetty', 'its', 'not', 'even', 'funny']","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, -1, -1, 0, -1, -1, -1, -1, -1, -1, -1, -1]"
"['Once', 'they', 'ran', 'out', 'of', 'Anoci', 'and', 'made', 'it', 'for', 'me', 'from', 'scratch']","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['He', 'would', 'like', 'to', 'thank', 'Parcel', 'and', 'Race', 'for', 'a', 'wonderful', 'dining', 'experience']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 2, -1, -1]"
"['Round', 'service', 'above', 'average', 'but', 'that', 'could', 'be', 'because', 'we', 'were', '13', 'of', 'us']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, 2, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['Wages', 'are', 'ok', 'but', 'be', 'sure', 'not', 'to', 'make', 'any', 'special', 'requests']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['fine', 'dining', 'restaurant', 'quality']","[0, 0, 0, 1, 0]","[-1, -1, -1, 2, -1]"
"['Overall', 'a', 'disappointing', 'experience', 'for', 'that', 'price', 'category']","[0, 0, 0, 0, 0, 0, 1, 0, 0]","[-1, -1, -1, -1, -1, -1, 0, -1, -1]"
"['I', 've', 'had', 'the', 'lunch', 'buffets', 'at', 'Chennai', 'a', 'couple', 'of', 'times', 'when', 'I', 'have', 'been', 'in', 'the', 'neighborhood']","[0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, 1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['The', 'food', 'was', 'exceptional']","[0, 1, 0, 0, 0]","[-1, 2, -1, -1, -1]"
"['A', 'That', 'restaurant', 'out', 'of', 'rice', 'during', 'dinner']","[0, 0, 0, 0, 0, 1, 0, 1, 0]","[-1, -1, -1, -1, -1, 1, -1, -1, -1]"
"['A', 'That', 'restaurant', 'out', 'of', 'rice', 'during', 'dinner']","[0, 0, 0, 0, 0, 1, 0, 1, 0]","[-1, -1, -1, -1, -1, -1, -1, 1, -1]"
"['The', 'portions', 'are', 'small', 'but', 'being', 'that', 'the', 'food', 'was', 'so', 'good', 'makes', 'up', 'for', 'that']","[0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['The', 'portions', 'are', 'small', 'but', 'being', 'that', 'the', 'food', 'was', 'so', 'good', 'makes', 'up', 'for', 'that']","[0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, 2, -1, -1, -1, -1, -1, -1, -1, -1]"
"['LRB', 'and', 'I', 'have', 'eaten', 'my', 'share', 'RRB', 'Which', 'impresses', 'me', 'for', 'having', 'such', 'a', 'large', 'amount', 'of', 'people', 'to', 'serve']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 2, -1]"
"['Sure', 'the', 'setting', 'is', 'nice']","[0, 0, 0, 1, 0, 0, 0]","[-1, -1, -1, 2, -1, -1, -1]"
"['The', 'service', 'is', 'friendly', 'if', 'not', 'the', 'most', 'prompt', 'in', 'the', 'world', 'the', 'food', 'is', 'great', 'and', 'the', 'prices', 'while', 'not', 'cheap', 'wo', 'it', 'put', 'your', 'wallet', 'out', 'of', 'commission']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, 2, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['The', 'service', 'is', 'friendly', 'if', 'not', 'the', 'most', 'prompt', 'in', 'the', 'world', 'the', 'food', 'is', 'great', 'and', 'the', 'prices', 'while', 'not', 'cheap', 'wo', 'it', 'put', 'your', 'wallet', 'out', 'of', 'commission']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 2, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['Had', '1', 'appetite', '2', 'entries', 'and', '2', 'comes', 'and', 'the', 'bill', 'was', '55.00', 'not', 'including', 'tip']","[0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['Had', '1', 'appetite', '2', 'entries', 'and', '2', 'comes', 'and', 'the', 'bill', 'was', '55.00', 'not', 'including', 'tip']","[0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['Had', '1', 'appetite', '2', 'entries', 'and', '2', 'comes', 'and', 'the', 'bill', 'was', '55.00', 'not', 'including', 'tip']","[0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['Had', '1', 'appetite', '2', 'entries', 'and', '2', 'comes', 'and', 'the', 'bill', 'was', '55.00', 'not', 'including', 'tip']","[0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['West', 'drumsticks', 'over', 'rice', 'and', 'sour', 'spice', 'soup', 'in', 'town']","[0, 1, 2, 2, 0, 0, 0, 0, 0, 0, 0]","[-1, 2, 2, 2, -1, -1, -1, -1, -1, -1, -1]"
"['West', 'drumsticks', 'over', 'rice', 'and', 'sour', 'spice', 'soup', 'in', 'town']","[0, 0, 0, 0, 0, 1, 2, 2, 0, 0, 0]","[-1, -1, -1, -1, -1, 2, 2, 2, -1, -1, -1]"
"['Slightly', 'above', 'average', 'wines', 'start', 'at', '70', 'with', 'only', 'one', 'selection', 'listed', 'at', '30']","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, -1, -1, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['Their', 'whitish', 'salad', 'is', 'excellent', 'all', 'whitish', 'with', 'a', 'little', 'mayo']","[0, 1, 2, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0]","[-1, 2, 2, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['Their', 'whitish', 'salad', 'is', 'excellent', 'all', 'whitish', 'with', 'a', 'little', 'mayo']","[0, 1, 2, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0]","[-1, -1, -1, -1, -1, -1, -1, 2, -1, -1, -1, -1, -1]"
"['Their', 'whitish', 'salad', 'is', 'excellent', 'all', 'whitish', 'with', 'a', 'little', 'mayo']","[0, 1, 2, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 2, -1]"
"['And', 'it', 'all', 'comes', 'at', 'a', 'very', 'reasonable', 'price', 'LRB', 'longer', 'nodules', 'and', 'rice', 'dishes', 'are', 'no', 'more', 'than', '3-6', 'each', 'RRB']","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, 2, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['And', 'it', 'all', 'comes', 'at', 'a', 'very', 'reasonable', 'price', 'LRB', 'longer', 'nodules', 'and', 'rice', 'dishes', 'are', 'no', 'more', 'than', '3-6', 'each', 'RRB']","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
